Checking PR-14331 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-3877-sync-filter
Checking PR-14410 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-3894-report-owner-pl-bo-sung-tai-queue
Checking PR-14450 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-3982-bo-sung-bao-cao-do-dau-adsun-15
Checking PR-14048 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-3782-bo-sung-tinh-nang-hien-thi-theo-luot
Checking PR-14225 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-3889
Checking PR-14446 from smartlogtms/smartlog.stm.2.5 and branch bugfix/thp-order-eta
Checking PR-14441 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-3944
Checking PR-14437 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-3940-qdtrans
Checking PR-14394 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-3915-rang-buoc-thau-tach-chuyen
Checking PR-14393 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-3915-rang-buoc-thau-tach-chuyen
Checking PR-14364 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-3891-edit-master-time
Checking PR-14414 from smartlogtms/smartlog.stm.2.5 and branch bugfix/auto-sync-maint-mo
Checking PR-14257 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-3934-auto-province
Checking PR-14168 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-3755
Checking PR-14369 from smartlogtms/smartlog.stm.2.5 and branch bugfix/excel-xe-thau-them-moi
Checking PR-14286 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-3822-open-in-new-tab
Checking PR-14400 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-3135-chan-tinh-phi-thang
Checking PR-13995 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-3589-change-payment-method
Checking PR-14378 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-3899-new-contract-date
Checking PR-14247 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-3819-tick-all-hidden-grid-setting
Checking PR-13672 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-3468-bo-sung-popup-filter
Checking PR-14148 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-3750-romooc-gps-code
Checking PR-14271 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-3893-bo-sung-phan-quyen
Checking PR-14108 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-3878-mainetti
Checking PR-13680 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-3578
Checking PR-13827 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-3784
Checking PR-14208 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-3886-filter-status-master
Checking PR-14098 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-920-new-entity
Checking PR-13681 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-3615-fix-conflict
Checking PR-13733 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-3712-bo-sung-ngay-loc-bao-cao
Checking PR-13965 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-3667
Checking PR-13664 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-3528-fin-refresh
Checking PR-13666 from smartlogtms/smartlog.stm.2.5 and branch feature/TMS-3591
Checking PR-13661 from smartlogtms/smartlog.stm.2.5 and branch feature/update-apm-configuration

  34 pull requests were processed
Checking branch bugfix/dock-vehicle from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/doi-chieu-tai-chinh from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/doi-tx-thau-duyet-tam from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/driver-message-fleet from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/driver-schedule from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/dup-HttpPost from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/duyet-xe-tai-xe from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/ea-KmHienTaiCuaXe from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/ea-cap-nhat-trang-thai from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/edit-cont-remove from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/edit-phieu-dau-mobile from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/edit-trip-auto-plan from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/enum-int-mobile from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/etd-timesheet from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/excel-analysis-result from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/excel-asset-warning from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/excel-bang-gia-bac-thang from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/excel-canh-bao-tai-san from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/excel-dia-diem-khach-hang from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/excel-dieu-phoi from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/excel-import-empty-row from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/excel-ops from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/excel-ops-fix-location from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/excel-partner-email from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/excel-performance from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/excel-tai-xe-inactive from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/excel-tai-xe-thau from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/excel-xe-thau-them-moi from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/excelspreadsheet from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/exchange-product-change from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/export-kho-phu-tung from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/filter-group-of-trouble-defind from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/filter-report-20210705 from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/filter-time-ward from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/filter-transport-mode-dasboard-cont from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/filter-transport-mode-ma from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/filter-vehicle-rep-owner-equipment from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fin-fleet-sort-order from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fin-quota-check from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/finance-fleet-fixcost from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/finance-ttc-check from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-abbott-priority from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-atd-ata from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-auth-doi-xe from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-auth-ops-co from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-auto-change-cbb-value from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-auto-plan-acc-full-filter from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-auto-plan-eta from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-auto-plan-quantity from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-auto-plan-tender from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-bug-duyet-phieu from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-bug-null from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-bug-view-phieu from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-bugs-qdtrans-flm-cus from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-build from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-canh-bao-roi-diem from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-cbb-vendor from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-change-depot from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-change-log-string-limit from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-check-list-null from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-conflict from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-cont-complete-trouble from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-coto-cont-sort from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-custom-number-TMS-1190-apply-1-site from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-customer-contract from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-dashboard-await from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-delivery-after-group-del from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-display-hm from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-dock-null from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-don-gia-thuc-chi from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-driver-card from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-driver-card-di from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-driver-change-log from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-drop-order-on-trip from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-dup-routing-area-detail from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-duyet-ea from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-eapprove-hinhanh from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-favicon from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-fe-auto-plan from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-filter-sort-by-ditoGroupProductID from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-fk-dock-warning from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-form-phieu-in-ttc from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-gen-code-bid-SortByID from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-gen-stt from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-gen-trouble from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-get-list-vendorID from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-gps-report from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-grid-control from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-grid-editable from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-hien-thi-nut-them-diem-vnpost from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-import-price-loose-gov from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-inv-gen-code from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-json-obj-loop from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-load-contract-send-tender from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-loading-popup-info from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-location-change from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-lock-redis from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-log-old-vehicle from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-mainetti-cbm from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-matrix-route-step from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-merge-cont from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-mobile-cod-not-pay from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-mobile-distance-osm from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-month-sort from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-number-compare from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-ops-cont-cancel from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-ops-cont-product-cond from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-ops-cont-view1 from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-ops-gps-vnpost from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-package-quantity from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-panel-expand from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-phan-quyen-CATArea from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-psc from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-queue-log from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-report-17-bd10 from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-report-1mg from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-report-cont-trouble-3-companyID-null from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-report-container-PL-21102022 from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-report-performance from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-reset-coto-detail from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-seri-phieu-dc from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-set-ata-is-null-when-start-trip from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-show-receipt-status-site-thaco from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-sort-dnsc from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-split-product from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-station-lstlocation from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-status-group-split from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-statusbid-hasvalue from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-style-phieu-cot-dong from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-suggest-cost-routing-2-ways from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-tag-main-component from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-tender-group-split from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-thaco-change-depot from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-thaco-empty-group from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-thaco-gen-coto-location from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-thaco-laden from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-thaco-merge-cont-gen-coto from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-thaco-ops-cont-add from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-thaco-type from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-them-thiet-bi-de-nghi-xuat from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-tinh-luong-chuyen-400 from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-update-dateconfig from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-update-functions-delete from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-vehicle-status from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-vendor-disable from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-view1-merge-group from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fix-wfl-vendor-reject from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fixbug-api from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fixbug-col-is-0 from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fixbug-foodlog-view-don-hang from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fixbug-lay-lai-don from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fixbug-order-excel from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/foodlog-check-is-disabled-cat-reason from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/foodlog-cod-fix-filter-by-stock from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/foodlog-excel-dieu-chinh-don-hang from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/foodlog-fix-report-ops-25-31102022 from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/foodlog-fix-save-OrderProductID from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/foodlog-report-ops-26-fix-filter-serviceOfOrder from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/foodlog-report-ops-di-25-28112022 from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/foodlog-show-partner-with-code from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/foodlog-view-order from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/format-api-vpostcode from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/ftl-chosen-details from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/ftl-etd-eta from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fwd from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fwd-copy-dh from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fwd-excel from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fwd-excel-order-route from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/fwd-route-excel from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/gen-location-local-ttc from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/gen-location-ops from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/gen-location-type from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/gen-location-unknown from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/gen-order-code from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/gen-tram-sai-thu-tu from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/glc2-epod from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/glc2-integration-log from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/gls-change-stock-swap from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/gls-excel-route from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/gls-fwd-ops-cap-nhat-so-cont from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/gls-merge-trip from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/gls-slack-log from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/gls-swap-constraint from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/gls-them-bo-loc-ngay-den-kho from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/gls-time-out-group-date-config from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/gls-tms-2184-fix-bao-cao-so-3 from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/gls-update-station-complete from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/goi-y-dia-chi-null from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/google-tts from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/google-tts-regno from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/grid-dup-col from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/grid-user-online from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/gtexpress-ops-excel-order from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hang-hoa-khach-hang from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hide-cbb-server-order-temp-for-thaco from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hide-col-grid from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hide-column from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hien-thi-don-hang-tam-theo-loai-don-hang from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hoa-don-huy-ht-chuyen from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hoang-an-fleet-quota-hot-fix from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hoangan-delay-save-change from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hoangan-stock-hub from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hoangan-unapprove-cont from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hop-dong-bang-gia from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hot-fix-gen-trouble from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hot-fix-mon-di-vendor-name from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hot-fix-rep-abbott from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hotfix-1mg-filter-vendor from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hotfix-1mg-order-status from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hotfix-auth from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hotfix-auth-report from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hotfix-gls from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hotfix-gls-1mg from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hotfix-gls-fwd from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hotfix-gls-fwd1 from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hotfix-gls-order-excel from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hotfix-gls1 from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hotfix-gls2 from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hotfix-ops-excel-cont from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hotfix-sabeco-status-tbgh from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hotfix-vinhtuongmn-2 from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hotfixgls-updatestock from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hothix-gls-1mg from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/hub-sync-stx from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/identity-conflict from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/import-group-stack from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/in-phieu-dh-trasas from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/in-phieu-sua-chua from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/inv-add-1dh-vao-2-chi-tiet from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/kho-phu-tung from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/km-cong-them from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/laden-order from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/lam-tron-kg-hang-hoa from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/last-cont-sabeco from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/lcl-locations from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/link-hop-dong from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/load-cbb-change-stock from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/load-data-cbb-district-&-province from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/load-phieu-sua-chua from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/location-come-check from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/location-come-delivery-constraint from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/location-from-order from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/location-get-func-mon from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/location-grid-datetime from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/lock-tinh-phi-thang from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/log-api-dock-vinhtuong from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/log-cont-break from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/log-data-sabeco from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/log-mobile-trouble from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/log-remove-group from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/log-status-coto-cont from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/log-xoa-dh-invoice from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/logging-gateway from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/logitem-config from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/lst-cat-cont from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/lstlocation-null from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/luu-doi-tac-xuat-hoa-don from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/luu-gia-dau from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/luu-phieu-nhap-thiet-bi from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/ma-customer-list-order from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/ma-distance-log from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/ma-filter-order-code from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mainetti-auto-packing from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mainetti-autopacking from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mainetti-autopacking1 from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mainetti-excel from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mainetti-fix-ton-cbm from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mainetti-sort-trip from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mainettti-ops-vendor from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/map-icon-get from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/marker-truck-ops from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/master-contract from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/master-delivery from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/matrix-remove-warning from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mobile-1mg-checker-check from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mobile-IsMobilePODLocationLeaveSkipHub from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mobile-check-bo-qua-diem from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mobile-come-leave-constraint from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mobile-di-tolist from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mobile-duration-convert from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mobile-get-distance from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mobile-manager-unapprove from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mobile-sort-nhien-lieu from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mobile-start-constraint from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mobile-tolist from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mon-cancel-group-complete-trip from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mon-cont-check-merge-cont-local from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mon-cont-request-date from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mon-di-drop-hub from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mon-di-excel from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mon-di-fraction from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mon-di-gen-dito from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mon-di-info-constraint from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mon-di-location-save from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mon-di-vehicle-list from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mon-di-vehicleid from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mon-di-vendor-name from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mon-di-volume-edit from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mon-excel-fee-cont from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mon-excel-round from smartlogtms/smartlog.stm.2.5
Checking branch bugfix/mon-group-vehicle from smartlogtms/smartlog.stm.2.5
